6:C 09 Oct 10:03:38.525 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
6:C 09 Oct 10:03:38.525 # Redis version=4.0.11, bits=64, commit=00000000, modified=0, pid=6, just started
6:C 09 Oct 10:03:38.525 # Configuration loaded
6:M 09 Oct 10:03:38.527 * No cluster configuration found, I'm 954cdc57c901694de9d4f31122b83fd0de042ff6
6:M 09 Oct 10:03:38.561 * Running mode=cluster, port=6379.
6:M 09 Oct 10:03:38.561 # WARNING: The TCP backlog setting of 511 cannot be enforced because /proc/sys/net/core/somaxconn is set to the lower value of 128.
6:M 09 Oct 10:03:38.561 # Server initialized
6:M 09 Oct 10:03:38.562 # WARNING overcommit_memory is set to 0! Background save may fail under low memory condition. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
6:M 09 Oct 10:03:38.562 # WARNING you have Transparent Huge Pages (THP) support enabled in your kernel. This will create latency and memory usage issues with Redis. To fix this issue run the command 'echo never > /sys/kernel/mm/transparent_hugepage/enabled' as root, and add it to your /etc/rc.local in order to retain the setting after a reboot. Redis must be restarted after THP is disabled.
6:M 09 Oct 10:03:38.562 * Ready to accept connections
6:M 09 Oct 10:13:19.284 # configEpoch set to 5 via CLUSTER SET-CONFIG-EPOCH
6:S 09 Oct 10:13:23.380 * Before turning into a slave, using my master parameters to synthesize a cached master: I may be able to synchronize with the new master with just a partial transfer.
6:S 09 Oct 10:13:23.380 # Cluster state changed: ok
6:S 09 Oct 10:13:23.608 * Connecting to MASTER 101.200.56.53:6393
6:S 09 Oct 10:13:23.608 * MASTER <-> SLAVE sync started
6:S 09 Oct 10:13:23.609 * Non blocking connect for SYNC fired the event.
6:S 09 Oct 10:13:23.611 * Master replied to PING, replication can continue...
6:S 09 Oct 10:13:23.618 * Trying a partial resynchronization (request 56b6ab0ecdfef9e6b349f796d44ada2fff4efba7:1).
6:S 09 Oct 10:13:23.622 * Full resync from master: 1500c43378c97bb6050ee89612dfac347debfab8:0
6:S 09 Oct 10:13:23.622 * Discarding previously cached master state.
6:S 09 Oct 10:13:23.704 * MASTER <-> SLAVE sync: receiving 176 bytes from master
6:S 31 May 14:31:32.587 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:33.419 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:34.426 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:35.427 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:36.429 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:37.029 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:43.281 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:43.903 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:44.160 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:44.416 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:44.675 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:50.135 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:50.393 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:31:50.654 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:01.365 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:01.616 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:02.441 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:03.071 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:03.331 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:08.816 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:09.616 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:10.221 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:16.063 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:16.689 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:17.296 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:17.721 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:18.151 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:18.585 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:24.160 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:24.585 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:35.073 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:40.358 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:40.622 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:40.876 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:41.316 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:46.828 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:47.249 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:47.685 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:32:54.033 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:33:04.066 # Bad message length or signature received from Cluster bus.
6:S 31 May 14:33:09.074 # Bad message length or signature received from Cluster bus.
6:S 31 May 23:43:51.708 # Bad message length or signature received from Cluster bus.
6:S 31 May 23:43:51.760 # Bad message length or signature received from Cluster bus.
6:S 31 May 23:43:51.812 # Bad message length or signature received from Cluster bus.
6:S 31 May 23:43:51.864 # Bad message length or signature received from Cluster bus.
6:S 02 Jun 06:37:50.038 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 14:20:45.872 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:34.481 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:35.292 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:36.292 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:37.087 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:37.514 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:37.937 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:53.835 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:54.634 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:55.641 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:56.443 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:57.448 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:58.448 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:59.050 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:30:59.679 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:00.313 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:00.964 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:01.589 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:02.017 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:02.656 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:03.457 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:04.263 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:05.272 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:06.073 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:12.137 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:12.566 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:13.193 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:13.825 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:14.461 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:20.110 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:20.365 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:20.802 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:31.490 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:31.741 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:31.991 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:32.245 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:32.677 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:38.135 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:38.388 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:38.642 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:43.940 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:44.191 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:44.441 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:44.698 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:44.968 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:45.220 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:50.503 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:31:50.767 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:01.072 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:06.351 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:06.603 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:06.856 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:07.121 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:12.404 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:12.661 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:12.911 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:17.250 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:27.283 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 15:32:32.289 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 20:41:26.675 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 20:41:26.727 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 20:41:26.784 # Bad message length or signature received from Cluster bus.
6:S 03 Jun 20:41:26.837 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:25.127 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:25.379 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:25.632 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:25.887 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:26.142 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:26.397 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:41.726 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:41.979 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:42.234 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:42.494 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:42.754 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:43.010 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:43.267 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:43.529 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:43.789 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:44.061 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:44.327 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:44.581 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:44.841 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:45.101 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:45.359 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:45.622 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:45.883 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:51.174 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:51.440 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:51.712 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:51.964 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:52.237 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:57.546 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:57.800 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:41:58.049 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:08.368 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:08.628 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:08.888 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:09.155 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:09.423 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:14.710 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:14.963 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:15.219 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:20.509 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:20.762 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:21.013 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:21.264 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:21.515 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:21.769 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:27.060 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:27.324 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:37.648 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:42.932 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:43.187 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:43.443 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:43.696 # Bad message length or signature received from Cluster bus.
6:S 07 Jun 10:42:48.983 # Bad message length or signature received from Cluster bus.
